"Datenbank","Identifier (0)","Klassifikation (50)","Klassifikation (50.1)","Klassifikation (50.3)","Klassifikation (50.4)","Verfasser (100)","Verfasser (100.1)","Verfasser (100.2)","Verfasser (100.3)","Sonstige Personen (101)","Sonstige Personen (101.1)","Sonstige Personen (101.2)","Sonstige Personen (101.3)","Institution (110)","Institution (110.1)","Institution (110.2)","Institution (110.3)","Sonstige Institutionen (112.1)","Titel (200)","Titel (200.1)","Titel (200.2)","Verfasserangabe (245)","Verfasserangabe (245.1)","Ausgabe (250)","Ausgabe (250.1)","Ausgabe (250.2)","Ausgabe (250.3)","Ort (260)","Ort (260.1)","Ort (260.2)","Ort (260.3)","Verlag (270)","Verlag (270.1)","Verlag (270.2)","Verlag (270.3)","Erscheinungsjahr (280)","Erscheinungsjahr (280.1)","Erscheinungsjahr (280.2)","Umfang (300)","Umfang (300.1)","Serie/ Reihe (400)","Serie/ Reihe (400.1)","Serie/ Reihe (400.2)","Serie/ Reihe (400.3)","Fußnote (500)","Fußnote (500.1)","ISBN (490)","ISBN (490.1)","ISBN (490.2)","ISBN (490.3)","ISSN (491)","ISSN (491.1)","ISSN (491.2)","ISSN (491.3)",492,492.1,492.2,492.3,"Systematik (080)","Systematik (080.1)","Schlagwort (600)","Schlagwort (600.1)","Schlagwort (600.2)","Schlagwort (600.3)","Regalstandort (852)","Regalstandort (852.1)","Regalstandort (852.2)","Regalstandort (852.3)","In- Vermerk (770)","In- Vermerk (770.1)","URL (850)","URL (850.1)","Originalsprachl. Inhalt (880)","Originalsprachl. Inhalt (880.1)"
"Stadtbibliothek Chemnitz","541643","G 212",,,,,"Habermacher, René",,,,,,,,,,,,,"Scotland Yard",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"©2004",,"1 Spiel (1 Spielplan, 6 Spielfiguren, 18 Startkarten, 125 Tickets, 2 Doppelzugkarten, 1 Fahrtafel mit Papier, 1 Tarnkappe, 1 Spielanleitung) ;",,,,,,,"ab 10 Jahren. - Spieldauer ca. 60 Min. - Für 3 bis 6 Spieler",,,,,,,,,,,,,,,,,,,,"Games Scotl",,,,,,,,
"Stadtbibliothek Chemnitz","542506","II G 21",,,,,,,,,,,,,,,,,,"Sequence Dice",,,,,,,,,"[S.l.]",,,,"Nordic Games",,,,"[2004]",,"1 Spiel (1 Spielplan, 2 Würfel, 60 Spielsteine, 1 Spielanleitung) ;",,,,,,,"ab 7 Jahren. - Spieldauer ca. 30 Min. - Für 2 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Seque",,,,,,,,
"Stadtbibliothek Chemnitz","570567",,,,,,"Meister, Heinz","Kinzebach, Barbara",,,,,,,,,,,,"Balance",,,,,,,,,"Edling",,,,"Selecta Spielzeug",,,,"2004",,"1 Spiel (3 Halbkugeln, 28 Holzzylinder, 1 Farbwürfel, 1 Anleitung) ;",,,,,,,"Ab 4 Jahre. - Für 2 bis 4 Spieler",,,,,,,,,,,,,,,,,,,,"Trend ""Spielen""",,,,,,,,
"Stadtbibliothek Chemnitz","649246","II G 21 III G 219",,,,,"Moyersoen, Fréderic","Boekhoff, Andrea",,,,,,,,,,,,"Saboteur",,,,,,,,,"Dietzenbach",,,,"Amigo",,,,"2004",,"1 Spiel (110 Karten, 1 Anleitung) ;",,,,,,,"Kartenspiel. - für 3-10 Personen. - ab 8 Jahren. - Spieldauer 30 Min.",,,,,,,,,,,,,,,,,,,,"Rot Spiele Sabot",,,,,,,,
"Stadtbibliothek Chemnitz","370150","G 290",,,,,,,,,,,,,,,,,,"Therapy [Spiel]",,,,"3. Ed.",,,,,"Wien",,,,"Hasbro",,,,"2004",,"1 Spiel ( Spielbrett, 2 Würfel je 1 Couch in 6 verschiedenen Farben, 36 Therapy-Stifte (von jeder Farbe 6), 66 Therapykarten, 180 Wissenskarten) in Karton",,,,,,,"ab 15 Jahre",,,,,,,,,,,,,,,,,,,,"Games Therapy",,,,,,,,
"Stadtbibliothek Chemnitz","391896","I G",,,,,"Mauritz, Anna",,,,,,,,,,,,,"Piccobello",,,,,,,,,"Edling",,,,"Selecta Spielzeug",,,,"2004",,"1 Spiel (1 zweiteiliger, aufstellbarer Spielplan, 1 Holzteil zum Aufstellen des Spielplans, 1 Wäscheleine, 30 Wäscheklammern, 1 Stoffbeutel, 20 Kleidungsstücke, 2 Sonderwürfel, 1 Spielregel) ; in Karton 23 x 34 x 5 cm",,,,,,,"Für 2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","413565","II G",,,,,,,,,,,,,,,,,,"Fußball Taktik 2006",,,,,,,,,"[S.l.]",,,,"Stein-Thompson SportGames",,,,"2004-2006",,"1 Spiel (11 rote Spielfiguren, 11 blaue Spielfiguren, 2 Würfel, 1 Fußball-Scheibe, 1 Zeituhr, 10 gelbe Karten, 5 rote Karten 1 Peilkreisel, 1 Spielbrett mit 2 drehb. Pkt.-anzeigen, 1 Spielregelheft) ;",,,,,,,"Ab 9 Jahren",,,,,,,,,,,,,,,,,,,,"Rot Spiele Fuß",,,,,,,,
"Stadtbibliothek Chemnitz","363642","III G",,,,,"Wakasugi, Eiji",,,,,,,,,,,,,"Da Vinci - Code [Spiel]",,,,,,,,,"Düsseldorf",,,,"Winning Moves",,,,"2004",,"1 Spiel (12 weiße Spielsteine (0-11), 12 schwarze Spielsteine (0-11), 2 Sonderspielsteine (je 1x weiß und schwarz mit Bindestrich, 1 Spielanleitung) ; im Karton 16,5 x 16,5 x 6 cm",,,,,,,"Ab 10 Jahren",,,,,,,,,,,,,,,,,,,,"Blau Spiele DaV","Games DaVinci",,,,,,,
"Stadtbibliothek Chemnitz","363659","I G",,,,,"Bücken, Hajo","Hanneforth, Dirk","Schober, Michael",,,,,,,,,,,"Rat mal, Robby! [Spiel]",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverlag",,,,"2004",,"1 Spiel (1 Spielplan, 6 Robben (rot, grün, blau, natur, gelb, grau), 12 Kugeln (je 2x rot, grün, blau, natur, gelb, grau), 1 Sonderwürfel, 1 Spielregel) ; im Karton 31 x 31 x 6,5 cm",,,"Bois Legno Holz",,,,"Ab 4 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele","Spiel I G Rat",,,,,,,
"Stadtbibliothek Chemnitz","600090","I I",,,,,,,,,,,,,,,,,,"Langenscheidt Zauberquartett Englisch",,,,,,,,,"[Berlin]",,,,"Langenscheidt",,,,"[2004]",,"[38] Quartett-Kt. ;",,,"Kids",,,,,,"3468204051",,,,,,,,,,,,,,"Lernspiel","Englischunterricht","Grundschule",,"210 Gelb I Zaub",,,,,,,,
"Stadtbibliothek Chemnitz","679317","I G II G 21",,,,,"Diehl, Anne","Diehl, Jürgen","Plato, Hanni",,,,,,,,,,,"Mein Bibel-Zoo",,,,,,,,,"Ehringshausen",,,,"Das SpieleHaus",,,,"2003",,"1 Spiel (30 Tierplättchen, 8 Wge-Puzzleteile. 1 Insel, 1 Stoffbeutel, 1 Anleitung) ;",,,,,,,"Lernspiel. - für 1-5 Spieler. - ab 3 Jahren. - Spieldauer 10-20 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","345769","I G II G",,,,,"Panning, Wolfgang",,,,,,,,,,,,,"Das Zauberschloss [Spiel]",,,,,,,,,"Bad Rodach",,,,"HaBa/Habermaaß",,,,"2003",,"1 Spiel (1 doppelseitiger Spielplan, 40 Bausteine (je fünf pro Farbe), 1 Stoffsäckchen, 1 Spielanleitung) ; im Karton 29,3 x 15,5 x 4 cm",,,,,,,"Ab 6 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele","Spiel I G Zau",,,,,,,
"Stadtbibliothek Chemnitz","345690","III G",,,,,"Schoeps, Tom",,,,,,,,,,,,,"Die Dracheninsel [Spiel]",,,,,,,,,"Dietzenbach",,,,"Amigo",,,,"[2003]",,"1 Spiel (1 Spielplan, 6 Schatzjäger (blau, silber, grün, gelb, rot,, braun), 60 Geländeteile (10 silber, 10 braune, 10 blaue, 10 grüne, 10 gelbe, 10 rote), 3 Drachen (mit je einem Stellfuß), 14 Drachengold-Münzen (2x Wert 100, 2x Wert 125, 2x Wert 150, 2x Wert 175, 2x Wert 200, 2x Wert 240, 2x Wert 300), 54 Geländekarten (8 silber, 8 rote, 8 grüne, 8 blaue, 8 braune, 8 gelbe-und 6 Geländekarten mit je 2 Geländearten), 45 Aktionskarten, 1 Spielanleitung) ; im Karton 37 x 27 x 6,5 cm",,,,,,,"Ab 10 Jahren",,,,,,,,,,,,,,,,,,,,"Blau Spiele Dra",,,,,,,,
"Stadtbibliothek Chemnitz","345760",,,,,,"Becker, Kirsten","Schliemann, Jens-Peter",,,,,,,,,,,,"Auf Zack!",,,,,,,,,"Uehlfeld",,,,"Drei Magier Spiele",,,,"2003",,"1 Spiel (44 Kärtchen (je 4 Kärtchen mit gleichen Motiven, deren Anzahl verschieden sein kann), 9 Holzscheiben (mit den Zahlen 2-10), 1 Spielanleitung) ;",,,,,,,"Ab 6 Jahren. - Für 2-5 Spieler. - Spieldauer ca. 15-20 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele","Spiel I G Auf",,,,,,,
"Stadtbibliothek Chemnitz","345762","I G",,,,,"Zeimert, Jacques",,,,,,,,,,,,,"Schicki Micki [Spiel]",,,,,,,,,"München",,,,"Zoch-Verl.",,,,"2003",,"1 Spiel (64 Spielkarten (46 Fasanendamen mit einem Regenwurm, 6 Fasanendamen mit zwei Regenwürmern, 12 Bildausschnitte), 4 Schnappfiguren (3x blau, 1x rot), 1 Spielanleitung) ; im Karton 11 x 11 x 4 cm",,,,,,,"Ab 7 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele","Spiel I G Schic",,,,,,,
"Stadtbibliothek Chemnitz","342039","I G",,,,,"Baars, Gunter",,,,,,,,,,,,,"Chaos in der Geisterbahn [Spiel]",,,,,,,,,"[Ravensburg]",,,,"Ravensburger",,,,"2003",,"1 Spiel (1 Spielplan mit 32 Steckstiften (je 8xgrün, rot, gelb, blau), 1 Spielplanunterlage, 12 Zahnräder (je 3xgrün, rot, gelb, blau), 4 lila Zahnräder, 3 Gespenster, 4 Spielfiguren (grün, rot, gelb, blau), 16 Karten, 1 Symbolwürfel, 1 Spielanleitung) ; im Karton 37 x 26,5 x 5,5 cm",,,,,,,"Ab 5 Jahren",,,,,,,,,,,,,,,,,,,,"Spiel I G Cha",,,,,,,,
"Stadtbibliothek Chemnitz","346693","II G III G",,,,,"Henn, Dirk",,,,,,,,,,,,,"Der Palast von Alhambra [Spiel]",,,,,,,,,"Troisdorf",,,,"Queen Games",,,,"2003",,"1 Spiel (1 Spielanleitung, 6 Startplättchen (löwenbrunnen), 54 Gebäudeplättchen, 108 Spielkarten, 2 Wertungskarten, 6 Reservefelder mit Übersichten, 1 Zähltafel, 12 Zählsteine, 1 Stoffbeutel, 1 Bauhof (mit vier Felder) ; im Karton 17,5 x 25 x 9,5 cm",,,,,,,"ab 8 Jahren",,,,,,,,,,,,,,,,,,,,"Rot Spiele Pal",,,,,,,,
"Stadtbibliothek Chemnitz","363611","II G",,,,,"Goslar, Roland","Goslar, Tobias","Lieske, Harald",,,,,,,,,,,"Bonobo Beach [Spiel]",,,,,,,,,"[S.l.]",,,,"Kroneberger Spiele",,,,"2003",,"1 Spiel (1 Spielplan, 4 Figuren gelb, grün, rot, blau, 16 Spielsteine je 4 x gelb, grün, rot, blau, 14 gelbe Rauten, 14 braune Rauten, 1 Spielregel) ; im Karton 22,5 x 22,5 x 5 cm",,,,,,,"Für 2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Bon",,,,,,,,
"Stadtbibliothek Chemnitz","363576","I G II G",,,,,"Zeimet, Jacques",,,,,,,,,,,,,"Mixx [Spiel]",,,,,,,,,"Uhlefeld",,,,"Drei Magier Spiele",,,,"2003",,"1 Spiel (64 Kärtchen je 8x Schlange, Stern, Fisch, Truhe, Schildkröte, Qualle, Windrad, Muscheln in jeweils gelb, orange, rot, pink, grün, türkis, blau, lila, 1 Spielregel) ; in Karton 22,5 x 22,5 x 4 cm",,,"Clever Kiddo",,,,"Ab 6 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele","Spiel I G Mix",,,,,,,
"Stadtbibliothek Chemnitz","363767","III G",,,,,"Haffner, Francois",,,,,,,,,,,,,"Maka Bana [Spiel]",,,,,,,,,"[S.l.]",,,,"Tilsit Editions",,,,"2003",,"1 Spiel (1 Spielplan, 50 Hütten, 5 Totem-Figuren, 1 Startspieler-Karte, 65 Karten, 1 Spielregel) ; im Karton 23 x 31 x 6 cm",,,"Tilsit Collection",,,,"Ab 10 Jahren",,,,,,,,,,,,,,,,,,,,"Blau Spiele Mak",,,,,,,,
"Stadtbibliothek Chemnitz","386559","G 219",,,,,"Kaes, Bertram",,,,,,,,,,,,,"Nobody is perfect [Spiel]",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverl.",,,,"2003",,"1 Spiel (Spielplan ; 10 Spielfiguren ; 10 Chips ; 61 blaue Karten ; 65 violette Karten ; 26 grüne Karten ; 1 Dedektor ; 1 Schreibblock ; 1 Spielregel) ;",,,,,,,"3-10 Spieler ; 14-99 Jahre",,,,,,,,,,,,,,,,,,,,"Games Nobody",,,,,,,,
"Stadtbibliothek Chemnitz","345695","G 212 III G",,,,,"Knepel, Christiane","Graf, Antje",,,,,,,,,,,,"Kurier des Zaren [Spiel]",,,,,,,,,"Düsseldorf",,,,"Winning Moves",,,,"2003",,"1 Spiel (1 Spielplan, 5 Spielsteine (rot, blau, lila, gelb, grün), 60 Kuriere (12 rote, 12 grüne, 12 blaue, 12 lila, 12 gelbe), 6 Schilder ""Geschlossen-Schild""), 30 Rubelstücke (9x ""njet"", 3x""blanco"", 9x 1er, 6x 2er, 3x 3er), 1 Spielanleitung) ; im Karton 22,4 x 22 x 5 cm",,,,,,,"Ab 10 Jahren",,,,,,,,,,,,,,,,,,,,"G 212 Kur",,,,,,,,
"Stadtbibliothek Chemnitz","345648","II G",,,,,"Moon, Alan R.","Weissblum, Aaron",,,,,,,,,,,,"Europa Tour [Spiel]",,,,,,,,,"Berlin",,,,"Schmidt Spiele",,,,"2003",,"1 Spiel (4 Routenplaner, 60 Karten (40 Länderkarten, 10 Flugzeugkarten : 2 lila, 2 grüne, 2 gelbe, 2 orange, 2 rote, 10 Schiffskarten), 2 Europakarten, 1 Spielanleitung) ; im Karton 18,8 x 26,8 x 6,6 cm",,,,,,,"Ab 8 Jahren",,,,,,,,,,,,,,,,,,,,"Rot Spiele Eur",,,,,,,,
"Stadtbibliothek Chemnitz","345632","I G",,,,,"Teuber, Klaus",,,,,,,,,,,,,"Die Kinder von Catan [Spiel]",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2003",,"1 Spiel (1 Spielplan mit Drehscheibe, 13 Gebäude (6 Wohnhäuser : 3 kleine, 3 große), 1 Tor, 1 Kirche, 1 Bäcker, 1 Metzger, 1 Schule, 1 Rathaus, 1 Turm), 5 Bäume, 5 Getreide, 5 Ziegel, 1 Brunnen, 1 Würfel, 5 Spielfiguren (rot, blau, weiß, gelb, schwarz), 1 Spielanleitung) ; im Karton 29 x 29 x 7 cm",,,,,,,"Ab 4 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele","Spiel I G Kin",,,,,,,
"Stadtbibliothek Chemnitz","342051","II G",,,,,"Bos, Liesbeth",,,,,,,,,,,,,"Cäpt'n Clever [Spiel]",,,,,,,,,"München",,,,"Zoch-Verl.",,,,"2003",,"1 Spiel (1 Spielplan, 4 Kapitäne (grün, gelb, blau, rot), 4 Segelschiffe (grün, gelb, blau, rot), 36 Schatzkarten (je 9 Karten mit den 9 Inselsymbolen in den Farben grün, gelb, blau, rot), 1 Spielanleitung) ; im Karton 22,4 x 22,4 x 4,5 cm",,,,,,,"Ab 6 Jahren",,,,,,,,,,,,,,,,,,,,"Rot Spiele Cäp",,,,,,,,
"Stadtbibliothek Chemnitz","342044",,,,,,"Marx, Helmut","Schyns, Barbara",,,,,,,,,,,,"Glücks-Käfer-Baum [Spiel]",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2003",,"1 Spiel (1 dreiteiliger Baum aus Holz, 12 Käfer aus Holz (jeweils 2x mit den Werten : 1, 2, 3, 4, 5, 6), 2 Glückskäfer aus Holz (mit Sternchen), 6 Holzchips (mit den Werten: 1, 2, 3, 4, 5, 6), 20 Holzstecker (10 grüne, 10 gelbe), 1 Spielanleitung) ; im Karton 34 x 34 x 6,7 cm",,,"KixKa Spiel",,,,"Ab 3 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele","Spiel I G Glü",,,,,,,
"Stadtbibliothek Chemnitz","364531","I G",,,,,"Schanen, Michelle",,,,,,,,,,,,,"Geistertreppe [Spiel]",,,,,,,,,"Uehlefeld",,,,"Drei Magier Spiele",,,,"2003",,"1 Spiel (großer Spielplan 51x51 cm, 4 Holzfiguren ""Geister"", 4 Holzfiguren ""Magnetkopf"", 4 Farbmerkscheiben aus Holz, 1 Spezialwürfel, Spielanleitung) im Karton 26,5 x 26,5 x 5cm",,,,,,,"Ab 4 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele","Spiel I G Gei",,,,,,,
"Stadtbibliothek Chemnitz","446593","G 212",,,,,"Schurzmann, Peter",,,,,,,,,,,,,"Das DDR Quiz",,,,,,,,,"Oberstenfeld",,,,"W&L",,,,"2003",,"1 Spiel (1 Spieplan, 110 Quizkarten; 36 Wettchips, 1 Augenwürfel, 6 Spielfiguren, 4 Joker, 1 <Spielanleitung) ; in Karton 27 x 19 x 6,5 cm",,,"Spielspass",,,,"2-6 Spieler",,,,,,,,,,,,,,,,,,,,"Games DDRQuiz",,,,,,,,
"Stadtbibliothek Chemnitz","442354","G 212",,,,,"Teuber, Klaus","Design, Max",,,,,,,,,,,,"Anno 1503",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2003",,"1 Spiel (1 Spielplan, 4 Heimatinseln, 90 Warenkarten, 28 Einwohnerkärtchen, 14 Kärtchen ""Öffentliche Gebäude"", 32 Inselkärtchen, 16 Wappenplättchen, 8 Holzschiffe, 1 Würfel, 1 Spielanleitung) ; in Karton 29 x 29 x 8 cm",,,,,,,"2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Games Anno",,,,,,,,
"Stadtbibliothek Chemnitz","488333","I G",,,,,"Hohmann, Veronika","Lindley, Katrin",,,,,,,,,,,,"Teddys auf Tournee",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"2003",,"1 Spiel (1 Spielplan, 24 Holzplättchen, 1 Anleitung) ; in Karton 39 x 39 x 6 cm",,,,,,,"Für 2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","480540","I G",,,,,"Mitchell, Robert W.","Döring, Hans-Günther",,,,,,,,,,,,"Elefantenparade",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverl.",,,,"2003/2008",,"1 Spiel ( 4 Tableaus, 2 Farbwürfel, 8 große Elefanten, 24 kleine Elefanten, 1 Spielanleitung) ; in Karton",,,"Meine ersten Spiele",,,,"Ab 3 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele","Präsenzspiel",,,,,,,
"Stadtbibliothek Chemnitz","530228","III G 211",,,,,,,,,,,,,,,,,,"Scrabble original Spiel",,,,,,,,,"Dreieich [u.a.]",,,,"Mattel",,,,"2003",,"1 Spiel (4 Ablagebänkchen; 102 Buchstabensteine; Stoffbeutel; Spielregelblatt; Spielbrett) ;",,,,,,,"Ab 10 Jahren. - Für 2 - 4 Spieler",,,,,,,,,,,,,,,,,,,,"Blau Spiele Scrab",,,,,,,,
"Stadtbibliothek Chemnitz","342057","II G III G",,,,,"Nikisch, Katja","Nikisch, Markus",,,,,,,,,,,,"Schatzjagd [Spiel]",,,,"2. Aufl.",,,,,"Rodach",,,,"HaBa/Habermaaß",,,,"2003",,"1 Spiel (4 Piraten (Holz : gelb, rot, blau, grün), 1 Tiger (Holz), 1 Tigerwürfel, 24 Wegekarten, 1 Schatzplatzkarte, 4 Boote, 4 Schatztruhen (Holz), 1 Spielanleitung) ; im Karton 21,8 x 21,8 x 4,5 cm",,,,,,,"Ab 7 Jahren",,,,,,,,,,,,,,,,,,,,"Rot Spiele Schat",,,,,,,,
"Stadtbibliothek Chemnitz","391894","I G",,,,,"Steven, Ian",,,,,,,,,,,,,"Max Mäuseschreck",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverl.",,,,"2003",,"1 Spiel (1 riesiger Käse, 17 Käse-Ecken, 3 Leitern, 4 Mäuse, 1 Kater ""Max"", 1 Würfel, 1 Spielanleitung) ;",,,,,,,"Ab 4 Jahren. - Spieldauer ca. 20 Min. - Für 2 - 4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","391901","III G",,,,,,,,,,,,,,,,,,"Das große Garten-Quizspiel",,,,,,,,,"Stuttgart",,,,"Kosmos Verl.",,,,"2003",,"1 Spiel (1 Spielplan, 55 Qiuzkarten, 42 Pflanzenchips, 6 Gießbert Figuren, 1 Würfel, 1 Spielregel",,,,,,,"3-6 Spieler, ab 10 Jahren, 45-60 Minuten",,,,,,,,,,,,,,,,,,,,"Blau Spiele Gro",,,,,,,,
"Stadtbibliothek Chemnitz","737431","III G 211",,,,,"Wrede, Klaus-Jürgen","Knizia, Reiner","Tisch, Christof",,,,,,,,,,,"Carcassonne - Die Burg",,,,,,,,,"Berlin","München",,,"Schmidt","Hans im Glück",,,"[2003]","[2003]","1 Spiel (10 Burgmauerteile, 60 Burgkarten ( Rückseite blaues C), 18 Mauerplättchen (Rückseite gelbes C, jedes Plättchen ist doppelt vorhanden), 14 Figuren, 2 Palass-Figuren, 1 Spielregel) ;",,,,,,,"Strategiespiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Blau Spiele Carca",,,,,,,,
"Stadtbibliothek Chemnitz","370146","II G G 213",,,,,,,,,,,,,,,,,,"Uno",,,,,,,,,"Dreieich [u.a.]",,,,"Mattel",,,,"2002",,"1 Spiel (1 Spielanleitung, 108 Spielkarten) ;",,,"Mattel Games",,,,"Für 2-10 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Uno","G 213 Uno",,,,,,,
"Stadtbibliothek Chemnitz","341834","B 532",,,,,"Herrenbrück, Erika","Hoefler, Angelika",,,,,,,,,,,,"Warum sollen wir gerade Sie einstellen?",,,,,,,,,"Frankfurt am Main",,,,"Eichborn",,,,"2002",,"1 Spiel ( 184 Kt., 12 Registerkt., 1 Begleitheft (47 S.)) ; in Behältnis 24 x 16 x 6 cm",,,"Berufsstrategie",,,,,,"3821838140",,,,,,,,,,,,,,,,,,"B 532 War",,,,,,,,
"Stadtbibliothek Chemnitz","386555","G 219",,,,,,,,,,,,,,,,,,"Cranium [Spiel]",,,,,,,,,"Seattle",,,,"Cranium Inc.",,,,"2002",,"1 Spiel (1 Spielplan ; 4 Cranium-Blöcke ; 4 Bleistifte ; 1 Topf Knetmasse ; 1 Sanduhr ; 4 Spielfiguren ; 4 Kartenboxen ; 4 Sätze Karten ; 1 Spielregel) ;",,,,,,,,,,,,,,,,,,,,,,,,,,,"Games Cranium",,,,,,,,
"Stadtbibliothek Chemnitz","342058","III G",,,,,,,,,,,,,,,,,,"Knowing me, knowing you [Spiel]",,,,,,,,,"Soest",,,,"Hasbro",,,,"2002",,"1 Spiel (6 Spielsteinsammler (blau, rosa, rot, grün, orange, lila), 100 Spielkarten, 1 Spielblock, 300 Spielsteine, 1 Spielanleitung) ; im Karton 26,5 x 26,5 x 9,5 cm",,,,,,,"Ab 12 Jahren",,,,,,,,,,,,,,,,,,,,"Blau Spiele Kno",,,,,,,,
"Stadtbibliothek Chemnitz","459677","G 212 G 290",,,,,"Wagner, Sebastian",,,,,,,,,,,,,"Tabu XXL",,,,"2. Aufl.",,,,,"Berlin",,,,"BeWitched",,,,"2002",,"1 Spiel (1 Spielplan, 66 Spielkarten, 21 Holzchips, 1 Stempel, 1 Beutel mit Büroklammern 1 Übersicht 1 Spielregel) in Karton 22 x 31x 5 cm",,,,,,,"2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Games Tabu",,,,,,,,
"Stadtbibliothek Chemnitz","492147","III G",,,,,"Colovini, Leo",,,,,,,,,,,,,"Clans",,,,,,,,,"Düsseldorf",,,,"Winning Moves",,,,"2002",,"1 Spiel (5 Pappkärtchen ; 12 Pappchips ; 65 Holzteile ; 1 Spielplan ; 1 Anleitung) ; in Karton 22,5 x 22,5 x 4,6 cm",,,,,,,"Für 2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Blau Spiele Clans",,,,,,,,
"Stadtbibliothek Chemnitz","324996","III G",,,,,"Hering, J. R. R.","Tolkien, John R. R.",,,,,,,,,,,,"Der Herr der Ringe - Die zwei Türme [Spiel]",,,,,,,,,"Stuttgart",,,,"Kosmos-Verl.",,,,"2002",,"1 Spiel (1 Spielplan, 4 Spielfiguren, 2 Türme zum Aufstellen, 55 Spielkarten, 1 Ent-Aufstellfigur, 150 Orkplättchen, 1 Spielregel) ; in Karton 29 x 29 x 7 cm",,,"Spiele-Galerie",,,,"Ab 10 Jahre",,,,,,,,,,,,,,,,,,,,"Blau Spiele Her",,,,,,,,
"Stadtbibliothek Chemnitz","321053","II G",,,,,"Schacht, Michael",,,,,,,,,,,,,"Affen raffen [Spiel]",,,,,,,,,"Fürth",,,,"Simba Toys",,,,"2002",,"1 Spiel (60 Tiertafeln, 6 Tafeln ""Zusatzaufgaben"", 4 Aufgabentafeln, 2 Tafeln ""erledigt"", 1 Spielanleitung) ; in Karton 15 x 19,5 x 5,5 cm",,,,,,,"ab 6 Jahren",,,,,,,,,,,,,,,,,,,,"Rot Spiele Aff",,,,,,,,
"Stadtbibliothek Chemnitz","321051","II G I G",,,,,"Fassauer, Angelika","Haluszka, Peter",,,,,,,,,,,,"Trick Track Troll [Spiel]",,,,,,,,,"Stuttgart",,,,"Klee-Spiele",,,,"2002",,"1 Spiel (1 runder Spielplan, 6 Trolling Figuren, 6 Zauberkristalle, 2 Würfel, 6 Schlüssel, 19 Drehscheiben, 1 Spielanleitung) ; in Karton 29,5 x 29,5 x 7 cm",,,,,,,"ab 6 Jahren",,,,,,,,,,,,,,,,,,,,"Rot Spiele Tri",,,,,,,,
"Stadtbibliothek Chemnitz","321059","III G",,,,,"Kiesling, Michael","Kramer, Wolfgang",,,,,,,,,,,,"Pueblo [Spiel]",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverlag",,,,"2002",,"1 Spiel (1 Spielplan, 1 Zähltafel, 43 Bausteine, 1 Häuptling, 4 Zählsteine, 1 weißer Chip, 4 Zugreihefolgeplättchen, 4 Kultstättenplättchen, 1 Spielanleitung) ; in Karton 31 x 31 x 6,5 cm",,,,,,,"ab 10 Jahren",,,,,,,,,,,,,,,,,,,,"Blau Spiele Pue",,,,,,,,
"Stadtbibliothek Chemnitz","321056","III G",,,,,"Dorn, Rüdiger",,,,,,,,,,,,,"Emerald [Spiel]",,,,,,,,,"Dresden",,,,"Abacusspiele-Verl.",,,,"2002",,"1 Spiel (1 Spielplan, 1 Würfel, 1 Drache, 1 Holz-Leiste, 25 Ritter, 24 Edelsteinkarten, 25 Goldkarten, 5 Bonuskarten, 4 Drachenschatzkarten, 2 Werbekarten, 1 Spielregel) in Karton 37 x 27 x 3 cm",,,,,,,"ab 10 Jahren",,,,,,,,,,,,,,,,,,,,"Blau Spiele Eme",,,,,,,,
