"Datenbank","Identifier (0)","Klassifikation (50)","Klassifikation (50.1)","Klassifikation (50.3)","Klassifikation (50.4)","Verfasser (100)","Verfasser (100.1)","Verfasser (100.2)","Verfasser (100.3)","Sonstige Personen (101)","Sonstige Personen (101.1)","Sonstige Personen (101.2)","Sonstige Personen (101.3)","Institution (110)","Institution (110.1)","Institution (110.2)","Institution (110.3)","Sonstige Institutionen (112.1)","Titel (200)","Titel (200.1)","Titel (200.2)","Verfasserangabe (245)","Verfasserangabe (245.1)","Ausgabe (250)","Ausgabe (250.1)","Ausgabe (250.2)","Ausgabe (250.3)","Ort (260)","Ort (260.1)","Ort (260.2)","Ort (260.3)","Verlag (270)","Verlag (270.1)","Verlag (270.2)","Verlag (270.3)","Erscheinungsjahr (280)","Erscheinungsjahr (280.1)","Erscheinungsjahr (280.2)","Umfang (300)","Umfang (300.1)","Serie/ Reihe (400)","Serie/ Reihe (400.1)","Serie/ Reihe (400.2)","Serie/ Reihe (400.3)","Fußnote (500)","Fußnote (500.1)","ISBN (490)","ISBN (490.1)","ISBN (490.2)","ISBN (490.3)","ISSN (491)","ISSN (491.1)","ISSN (491.2)","ISSN (491.3)",492,492.1,492.2,492.3,"Systematik (080)","Systematik (080.1)","Schlagwort (600)","Schlagwort (600.1)","Schlagwort (600.2)","Schlagwort (600.3)","Regalstandort (852)","Regalstandort (852.1)","Regalstandort (852.2)","Regalstandort (852.3)","In- Vermerk (770)","In- Vermerk (770.1)","URL (850)","URL (850.1)","Originalsprachl. Inhalt (880)","Originalsprachl. Inhalt (880.1)"
"Stadtbibliothek Chemnitz","479023","G 212",,,,,,,,,,,,,,,,,,"PlanQuadrat",,,,,,,,,"Edling",,,,"Selecta",,,,"2005",,"1 Spiel (1 Spielbrett, 2 Halterungen für Häuser, 48 Häuser, 12 Denkmäler, 2 Stoffsäckchen, 1 Spielanleitung] ; in Karton 34 x 23 x 4,5 cm",,,"Selecta-Spiel",,,,"Für 2 Spieler",,,,,,,,,,,,,,,,,,,,"G 212 Pla",,,,,,,,
"Stadtbibliothek Chemnitz","479025","G 212",,,,,"Kramer, Wolfgang","Menzel, Michael",,,,,,,,,,,,"Hazienda",,,,,,,,,"München",,,,"Hans im Glück-Verl.",,,,"2005",,"1 Spiel (1 Spielplan, 80 Landkarten, 72 Tierkarten, 80 Landplättchen, 18 Wasserplättchen, 150 Tierplättchen, 14 Haziendas, 8 Erntechips, 72 Scheine Spielgeld, 5 Kurzspielregeln, 1 Spielanleitung) ; in Karton 22,5 x 31 x 7 cm",,,,,,,"Ab 10 Jahren",,,,,,,,,,,,,,,,,,,,"G 212 Haz",,,,,,,,
"Stadtbibliothek Chemnitz","504477","II G III G",,,,,"Weiss, Thomas",,,,,,,,,,,,,"Phase 10",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"2005",,"1 Spiel (108 Spielkarten ; 6 Übersichtskarten) ; in Karton 12,5 x 17,5 x 3,5 cm",,,"Ravensburger Kartenspiele",,,,"Für 2-6 Spieler",,,,,,,,,,,,,,,,,,,,"Blau Spiele Phase",,,,,,,,
"Stadtbibliothek Chemnitz","502917","I G",,,,,,,,,,,,,,,,,,"Zauberlehrling",,,,,,,,,"Nattenhausen",,,,"Oberschwäbische Magnetspiele",,,,"2005",,"1 Spiel (1 Spielbrett, 4 Holz-Spielfiguren, 1 Standartwürfel, 1 Zauberfigur, 8 Holzscheiben, 1 Anleitung) : in Karton 37 x 37 x 6 cm",,,,,,,"Ab 4 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","594506","G 260",,,,,,,,,,,,,,,,,,"Roulette",,,,,,,,,"Wien",,,,"Piatnik",,,,"2005",,"1 Spiel (1 Roulette-Teller, 1 Schieber, 1 Filzmatte, 1 Kugel, 110 Chips, 1 Spielanleitung) ;",,,,,,,"Alter: ab 7 Jahre. - Für 2 und mehr Spieler",,,,,,,,,,,,,,,,,,,,"G 260 Rou",,,,,,,,
"Stadtbibliothek Chemnitz","598872","II G 21",,,,,,,,,,,,,,,,,,"Halli Galli",,,,,,,,,"Dietzenbach",,,,"Amigo",,,,"2005",,"1 Spiel (Spielausstattung : 56 Karten, 1 Glocke, 1 Spielanleitung) ;",,,,,,,"Für 2 bis 6 Spieler ab 6 Jahren. Spieldauer ca. 15 Minuten",,,,,,,,,,,,,,,,,,,,"Rot Spiele Halli",,,,,,,,
"Stadtbibliothek Chemnitz","607510","G 212",,,,,,,,,,,,,,,,,,"Cluedo - DVD Brettspiel",,,,,,,,,"Soest",,,,"Parker",,,,"2005",,"1 Spiel (1 Spielbrett, 10 Spielfiguren, 1 DVD, 42 Karten, 1 rote Lupe, 1 Diebstahlakte, 1 Detektiv-Notizblock, 4 Vorhängeschlösser aus Kunststoff, 1 Spielregel ) ;",,,,,,,"Ab 8 Jahre. - Für 3 bis 5 Spieler. - Familie",,,,,,,,,,,,,,,,,,,,"G 212 Clu",,,,,,,,
"Stadtbibliothek Chemnitz","509318","G 212",,,,,"Catty, Paul","Catty, Ulrike","Führer, Hans",,,,,,,,,,,"Activity - Club-Edition",,,,,,,,,"Wien",,,,"Piatnik",,,,"2005",,"1 Spiel (Spielinhalt : 1 Spielplan, 1 Sanduhr, 4 Spielfiguren, 1 Bleistift, 1 Block Papier, 660 Karten, 1 Anleitung) ;",,,,,,,"Für 3 - 16 Spieler. - empfohlen ab 18 Jahren",,,,,,,,,,,,,,,,,,,,"Games Activ",,,,,,,,
"Stadtbibliothek Chemnitz","557980","I G",,,,,,,,,,,,,,,,,,"Schau genau!",,,,,,,,,"[S.l.]",,,,"Jumbo",,,,"2005",,"1 Spiel (5 Scheiben, 16 Chips, 1 Spielanleitung) ;",,,"¬Die Maus",,,,"Ab 5 Jahren. - Für 2 - 4 Spieler. Spieldauer ca. 20 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","659196","G 260",,,,,,,,,,,,,,,,,,"Roulette Deluxe Set",,,,,,,,,"Fürth",,,,"Noris",,,,"2005",,"1 Spiel (1 Roulette, 2 Kugeln, 60 Jetons, 1 Tuch, 1 Croupier-Rechen) ;",,,,,,,"Glücksspiel. - Ab 8 Jahren. - Spieldauer ca. 30 Min. - Für 2 bis 6 Spieler",,,,,,,,,,,,,,,,,,,,"Games Roule",,,,,,,,
"Stadtbibliothek Chemnitz","396382","G 212",,,,,"Kobbert, Max",,,,,,,,,,,,,"Denk-Krimi",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverlag",,,,"2005",,"1 Spiel (1 beidseitig bedruckter Spielplan, 6 Spielfiguren, 6 Karrieresteine, 1 Würfel, 128 Hinweisplättchen, 36 Ereigniskarten, 1 Spielregel) : in Karton 19 x 27 x 5 cm",,,"Think : Training für den Kopf",,,,,,,,,,,,,,,,,,,,,,,,"G 212 Den","Games Denk",,,,,,,
"Stadtbibliothek Chemnitz","396385","G 212",,,,,"Schampheleire, Jan ¬de",,,,,,,,,,,,,"Globetrotter",,,,,,,,,"Ravensburger",,,,"Ravensburger Spieleverlag",,,,"2005",,"1 Spiel (65 Karten, 1 Anleitung) : in Karton 11 x 18 x 3,5 cm",,,"Think : Training für den Kopf",,,,,,,,,,,,,,,,,,,,,,,,"Games Globe",,,,,,,,
"Stadtbibliothek Chemnitz","396387","G 212",,,,,,,,,,,,,,,,,,"Logik Trainer",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverlag",,,,"2005",,"1 Spiel (1 Spielplan, 128 Aufgabenkarten, 8 Mehrkarten, 4 Abfragekarten, 4 Figuren, 16 Tippkärtchen, 40 Chips, 1 Sanduhr, 1 Spielregel) : in Karton 19 x 27 x 5 cm",,,"Think : Training für den Kopf",,,,,,,,,,,,,,,,,,,,,,,,"G 212 Log","Games Logik",,,,,,,
"Stadtbibliothek Chemnitz","391900","II G",,,,,"Lauster, Ursula",,,,,,,,,,,,,"Gesucht + Gefunden",,,,,,,,,"Stuttgart",,,,"Kosmos Verl.",,,,"2005",,"1 Spiel (48 Wimmelbilder-Plättchen, 1 Sanduhr, 1 Spielplan, 1 Holzstab. 1 Lupe, 4 Spielfiguren, 1 Zahlentafel. 1 Spielregel)",,,,,,,"1-4 Spieler, ab 7 Jahre",,,,,,,,,,,,,,,,,,,,"Rot Spiele Ges",,,,,,,,
"Stadtbibliothek Chemnitz","419519","G 240",,,,,"Borg, Richard",,,,,,,,,,,,,"Die Chroniken von Narnia - Der König von Narnia",,,,,,,,,"Soest",,,,"Hasbro",,,,"2005",,"1 Spiel (1Spielplan, 120 Figuren, 25 Gebietskarten, 12 Charakterkarten, 34 Narnia -Karten, 1 Karte Kurzregeln, 3 rote Würfel, 2 schwarze Würfel, 12 Charaktermarker, 7 Lagermarker, 4 Wertungsmarker, 14 Ablaufmarker, 1 Ablaufweg, 53 gelbe Boogle Marker, 28 grüne Minotaurus-Marker, 1 Spielanleitung ) ; in Karton 26,5 x 26,5 cm x 6,5 cm",,,,,,,"Ab 8 Jahren",,,,,,,,,,,,,,,,,,,,"Games Chron",,,,,,,,
"Stadtbibliothek Chemnitz","406277","G 211 III G",,,,,"Knizia, Reiner",,,,,,,,,,,,,"Sudoku",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2005",,"1 Spiel (1 Spielplan, 81 Zählenkärtchen (1-9), 36 Tierkärtchen (6 verschiedene Tiere), 16 Rundenzähler, 4 Wertungssteine)",,,,,,,"1- 4 Spieler, ab 10 J., 45 Minuten",,"3440691624",,,,,,,,,,,,,,,,,,"G 211 Sud",,,,,,,,
"Stadtbibliothek Chemnitz","423839","I G",,,,,"Wrede, Anja",,,,,,,"Atelier Rohner und Wolf",,,,,,"Lesehexe",,,,,,,,,"Bad Rodach",,,,"HaBa/Habermaaß",,,,"[2005]",,"1Spiel (Lesehexen-Kontrollfigur, 1 Vierfarbstift, 1 Farbwürfel mit Sondersymbolen,1 Kartenrahmen, 26 doppelseitig gedruckte Karten, 1 Spielregel + 31 Beil.",,,"Habermaaß-Spiel",,,,"Ab 5 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","414357","III G",,,,,"Meyers, Keith",,,,,,,,,,,,,"Schnelldenker",,,,,,,,,"Dietzenbach",,,,"Amigo",,,,"2005",,"1 Spiel (236 Fragekarten, 6 Spielerkarten, 4 Punktekarten, 1 Spielanleitung) in Karton 16,5 cm ; 12,5 cm 5,5 cm",,,,,,,"3-6 Spieler ; 30 Min ; ab 12 J.",,,,,,,,,,,,,,,,,,,,"Spiel III G Schne",,,,,,,,
"Stadtbibliothek Chemnitz","414356","I G",,,,,"Hoffmann, Rudi",,,,,,,,,,,,,"Schatz in Sicht",,,,,,,,,"Bad Rodach",,,,"HaBa/Habermaaß",,,,"2005",,"1Spiel (1 Maus, 16 Piraten [in vier Farben], 9 Holzbretter, 1Piratenwürfel, 1 Spielanleitung]) + 28 Beil",,,"Habermaaß-Spiel",,,,"Ab 5 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","414408","II G I G",,,,,"Becker, Kirsten","Schliemann, Jens-Peter",,,,,,,,,,,,"Die Nacht der Magier",,,,,,,,,"Uehlfeld",,,,"Drei Magier Spiele",,,,"2005",,"1 Spiel (1 erhöhtes Spielfeld ; 1 Lichtring ; 4 Magierfiguren ; 12 Holzkessel ; 1 große Feuerscheibe ; 12 Bäume ; 12 große blaue Scheiben ; 12 kleine blaue Scheiben ; 12 lila Scheiben ; 1 Spielregel) ; in Karton 29,5 cm x 29,5 cm x 7 cm",,,,,,,"2-4 Spieler ; 6-99 J ; 10-20 Min.",,,,,,,,,,,,,,,,,,,,"Rot Spiele Nac",,,,,,,,
"Stadtbibliothek Chemnitz","414410","I G",,,,,"Kinzebach, Barbara",,,,,,,,,,,,,"Fantastico",,,,,,,,,"Eding",,,,"Selecta",,,,"2005",,"1 Spiel (28 Legeplättchen, 1 Spielregel) ; im Karton 22 x 11,5 x 5cm",,,,,,,"Legespiel",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","391881","III G",,,,,,,,,,,,,,,,,,"Take it easy!",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverl.",,,,"2005",,"1 Spiel (6 Spielpläne, 6 gleiche Sets, 1 Spielregel)",,,,,,,"10-99 Jahre, 1-6 Spieler",,,,,,,,,,,,,,,,,,,,"Blau Spiele Tak",,,,,,,,
"Stadtbibliothek Chemnitz","403530","Ter G 20.1 Chemnitz",,,,,"Teuber, Klaus",,,,,,,,,,,,,"Saggsen Gadan",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2005",,"1 Spielplan (16 Entwicklungskarten, 21 Königsmarker, 1 Königskarte, 17 Ansichtskarten, 15 Siegpunkte, 5 Legekarten (jeweils zum Ausschneiden), 2 Spielanleitungen) ; 16 Entwicklungskarten, 21 Königsmarker, 1 Königskarte, 17 Ansichtskarten, 15 Siegpunkte, 5 Legekarten (jeweils zum Ausschneiden), 2 Spielanleitungen",,,,,,,"Für 3-4 Spieler. - Spieldauer ca. 45 Min.",,,,,,,,,,,,,,,,,,,,"2H 4083",,,,,,,,
"Stadtbibliothek Chemnitz","576962","II G 21 III G 219",,,,,"Delonge, Franz-Benno","Boden, Victor",,,,,,,,,,,,"Manila",,,,,,,,,"München",,,,"Zoch",,,,"2005",,"1 Spiel (1 Spielplan, 3 Frachtkähne, 20 Holzspielfiguren, 4 Legeplättchen, 4 Würfel, 4 Wertanzeiger, 20 Anteischeine (Spielkarten), 48 Münzen, 2 Anleitungen) ; 1 CD-ROM",,,"Zoch zum Spielen",,,,"Ab 10 Jahren. - Für 3 bis 5 Spieler. - Spieldauer ca. 60 Min.",,,,,,,,,,,,,,,,,,,,"Blau Spiele Manila",,,,,,,,
"Stadtbibliothek Chemnitz","573067","G 212",,,,,,,,,,,,,,,,,,"Screen Test",,,,,,,,,"[S.l.]",,,,"Metro-Goldwyn-Mayer Studios",,,,"2005",,"1 Spiel (1 DVD; 1 Spielbrett aus 4 Teilen; 1 Würfel; 4 Spielfiguren; 1 Spielanleitung) ;",,,,,,,"Ab 12 Jahren. - Für 2 - 4 Spieler",,,,,,,,,,,,,,,,,,,,"G 212 Screen",,,,,,,,
"Stadtbibliothek Chemnitz","383701","II G",,,,,"Ehrhard, Dominique","Lapointe, P.-N.",,,,,,,,,,,,"Auf heißer Spur [Spiel]",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverlag",,,,"2005",,"1 Spiel + 3 Häuser ; 36 Diebkärtchen ; 6 Sonderkärtchen ; 3 Sonderwürfel ; 1 Spielregel",,,,,,,"6-99 Jahren ; 2-6 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Auf",,,,,,,,
"Stadtbibliothek Chemnitz","470094","I G II G",,,,,"Tiggemann, Christian","Menzel, Michael",,,,,,,,,,,,"Käpt'n Kuck",,,,,,,,,"Bad Rodach",,,,"HaBa/Habermaaß",,,,"2005",,"1 Spiel (4 Fernrohre, 4 piratenklammern, 4 Augenklappen, 30 Karten, 1 Sanduhr, 1 Münze, 1 Spielanleitung) ; in Karton 37 x 27 x 6 cm",,,,,,,"Ab 5 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","383699","I G",,,,,"Preußler, Otfried","Haferkamp, Kai",,,,,,,,,,,,"Das kleine Gespenst",,,,,,,,,"Stuttgart",,,,"Thienemann Verl.",,,,"2005",,"1 Spiel (1 Gespenst mit Magnet, 13 Motivkärtchen, 13 Türkärtchen, 40 Kugeln, 1 Motivscheibe für die Uhr, Zahlenscheibe für die Uhr, 1 Zeiger mit Drehachse, 1 Uhrstellstift, 1 Spielregel)",,,,,,,"ab 5 Jahren, 2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele","Spiel I G Kle",,,,,,,
"Stadtbibliothek Chemnitz","698701","DWA9.2",,,,,,,,,,,,"National Geographic Society",,,,,,"Djenné, Mali",,,,,,,,,"Soest",,,,"Hasboro",,,,"[2004]",,"1 Spiel (700 Puzzleteile, 1 Bildvorlage, 1 Landkarte ; in Karton 35 x 27 x 5 cm)",,,,,,,"665 x 500 mm",,,,,,,,,,,,,,,,,,,,"DWA9.2/ 34",,,,,,,,
"Stadtbibliothek Chemnitz","688158","III G 219",,,,,"Tummelhofer, Michael","Matthäus, Doris",,,,,,,,,,,,"Sankt Petersburg",,,,,,,,,"München",,,,"Hans im Glück",,,,"2004",,"1 Spiel (60 Rubel-Scheine, 120 Karten, 8 Holzfiguren, 4 Startspieler, 1 Anleitung) ;",,,,,,,"Strategiespiel. - für 2-4 Spieler. - ab 10 Jahren. Spieldauer 45-60 Min.",,,,,,,,,,,,,,,,,,,,"Blau Spiele Sankt",,,,,,,,
"Stadtbibliothek Chemnitz","363617","I G",,,,,"Ende, Michael","Haferkamp, Kai",,,,,,,,,,,,"Nimm uns mit, Jim Knopf! [Spiel]",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2004",,"1 Spiel (1 Spielplan, 1 Spielplanrahmen, 1 Lok, 4 Waggons rot, blau, grün, gelb, 1 Drehscheibe, 1 zweiteiliges Mittelteil für die Drehscheibe, 10 Kinderfiguren, 40 Wertungskärtchen, 1 Figur Jim Knopf mit Aufsteller, 1 Figur Lukas mit Aufsteller, 1 Haltekelle, 10 Fahrausweise, 1 Spielregel) ; im Karton 34 x 34 x 7 cm",,,,,,,"Ab 4 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele","Spiel I G Nim",,,,,,,
"Stadtbibliothek Chemnitz","363568","II G",,,,,"Knizia, Reiner","Wagner, Arthur",,,,,,,,,,,,"Hennen rennen [Spiel]",,,,,,,,,"Wien",,,,"Piatnik",,,,"2004",,"1 Spiel (13-teiliger Spielplan, 100 Karten (Wert 1 - 100), 30 Hühner (je 6 in blau, rot, gelb, grün, schwarz), 100 Chips (je 20 in blau, rot, gelb, grün, schwarz), 1 Spielregel) ; in Karton 24 x 17 x 8 cm",,,,,,,"Ab 8 Jahren",,,,,,,,,,,,,,,,,,,,"Rot Spiele Hen",,,,,,,,
"Stadtbibliothek Chemnitz","363450","II G",,,,,"Moon, Alan R.",,,,,,,,,,,,,"Zug um Zug [Spiel]",,,,,,,,,"Los Altos",,,,"Days of Wonder",,,,"2004",,"1 Spiel (1 Spielplan mit einer Karte nordamerikanischer Bahnstrecken, 240 farbige Waggons, 110 Wagenkarten, 30 Zielkarten, 1 Übersichtskarte, 5 Zählsteine aus Holz, 1 Regelheft) im Karton 30 x 30 x 7 cm",,,,,,,"Ab 8 Jahren",,,,,,,,,,,,,,,,,,,,"Rot Spiele Zug",,,,,,,,
"Stadtbibliothek Chemnitz","363446","II G I G",,,,,"Proena, Norbert","Boden, Victor",,,,,,,,,,,,"Dicke Luft in der Gruft",,,,,,,,,"München",,,,"Zoch",,,,"2004",,"1 Spiel (1 Spielplan mit 60 eingelassenen Gruftlöchern, 66 Gruftdeckel, 60 Vampire, 18 Knoblauchknollen, 13 Holzpflöcke, 1 Spielregel, jede Menge bissiger Spielwitze) ; im Karton 29,5 x 29,5 x 6 cm",,,,,,,"Ab 6 Jahren",,,,,,,,,,,,,,,,,,,,"Rot Spiele Dic",,,,,,,,
"Stadtbibliothek Chemnitz","363574","II G",,,,,"Panning, Wolfgang","Brehm, Hans-Jörg",,,,,,,,,,,,"Indus [Spiel]",,,,,,,,,"Troisdorf",,,,"Queen Games",,,,"2004",,"1 Spiel (8-teiliger Spielplan, 7 grosse und 7 kleine Spielplananteile, 64 Holzscheiben, 72 Aufkleber (inkl. Ersatz), 83 Fundstücke aus festem Karton, 1 Würfel, 1 Spielregel) ; in Karton 25 x 17,5 x 9,5 cm",,,,,,,"Ab 8 Jahre",,,,,,,,,,,,,,,,,,,,"Rot Spiele Ind",,,,,,,,
"Stadtbibliothek Chemnitz","363449","III G",,,,,"Knizia, Reiner",,,,,,,,,,,,,"Einfach genial",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2004",,"1 Spiel (1 Spielplan, 120 Spielsteine, 1 Stoffbeutel, 4 Ablagebänke für Spielsteine, 4 Punktetafeln, 24 Wertungssteine, 1 Spielanleitung) ; im Karton 29,5 x 29,5 x 6 cm",,,,,,,"Ab 10 Jahren",,,,,,,,,,,,,,,,,,,,"Blau Spiele Ein",,,,,,,,
"Stadtbibliothek Chemnitz","363754","III G",,,,,"Tummelhofer, Michael",,,,,,,,,,,,,"Sankt Petersburg [Spiel]",,,,,,,,,"München",,,,"Hans im Glück",,,,"2004",,"1 Spiel (1 Spielplan, 60 Rubelscheine, 120 Spielkarten, 4 goldene Startspielersteine aus Holz, 8 Holzfiguren in 4 Farben, Spielregel) ; im Karton 19 x 27 x 7 cm",,,,,,,"Ab 10 Jahren",,,,,,,,,,,,,,,,,,,,"Blau Spiele San",,,,,,,,
"Stadtbibliothek Chemnitz","363415","I G",,,,,"Daum, Thomas",,,,,,,,,,,,,"Klecks",,,,,,,,,"Bad Rodach",,,,"HaBa/Habermaaß",,,,"2004",,"1 Spiel (30 Plättchen, 1 Wurfstab, 1 Spielregel) ; im Karton 11,5 x 18 x 4 cm",,,,,,,"Ab 3 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele","Spiel I G Kle",,,,,,,
"Stadtbibliothek Chemnitz","363759","III G G 219 G 212",,,,,"Wichmann, Peter","Marutschke, Thomas",,,,,,,,,,,,"Stadtgespräch [Spiel]",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverlag",,,,"2004",,"1 Spiel (63 Fragekarten, 8 Min-/Max-Steine (braun, grün, blau, rot, orange, lila, schwarz, weiß), 8 Partner-Steine (braun, grün, blau, rot, orange, lila, schwarz, weiß), 8 Spieler-Tafeln (braun, grün, blau, rot, orange, lila, schwarz, weiß), 8 Bleistifte, 100 Chips (je 50x silber und gold) 1 Kartenhalter, 1 Notizblock, 1 Spielregel) ; im Karton 22 x 31 x 7 cm",,,,,,,"Ab 14 Jahren",,,,,,,,,,,,,,,,,,,,"Blau Spiele Sta","Games Stadt","G 212 Sta",,,,,,
"Stadtbibliothek Chemnitz","363772","III G",,,,,"Moon, Alan R.","Weissblum, Aaron","Vohwinkel, Franz",,,,,,,,,,,"Oase [Spiel]",,,,,,,,,"Berlin",,,,"Schmidt Spiele",,,,"2004",,"1 Spiel (1 Spielplan, 100 Kamele (Holz), 54 Spielkarten, 20 Spielfiguren (Holz), 88 Landschafts-Plättchen, 62 Wertungs-Plättchen, 5 Rang-Plättchen, Vierfarbige Anleitung) ; im Karton 31 x 22 x 7,5 cm",,,,,,,"Ab 10 Jahren",,,,,,,,,,,,,,,,,,,,"Blau Spiele Oas",,,,,,,,
"Stadtbibliothek Chemnitz","363665","III G",,,,,"Escoffier, Laurent","Franck, David",,,,,,,,,,,,"Tyrus [Spiel]",,,,,,,,,"Puteaux",,,,"Jeux Descartes",,,,"2004",,"1 Spiel (1 Spielplan, 9 Sechseck-Plättchen (je 3x Schwert, Geld, Tempel), 9 quadratische Plättchen (3x Schwert, Geld, Tempel), 1 rundes Startspielerplättchen (1), 30 beige Spielsteine, 30 braune Spielsteine, 1 Spielregel) ; im Karton 30 x 21,5 x 5 cm",,,,,,,"Ab 12 Jahren",,,,,,,,,,,,,,,,,,,,"Blau Spiele Tyr",,,,,,,,
"Stadtbibliothek Chemnitz","363670","I G",,,,,"Häßler, Sonja","Scheinberger, Felix",,,,,,,,,,,,"Können Schweine fliegen? [Spiel]",,,,,,,,,"Suttgart",,,,"Kosmos",,,,"2004",,"1 Spiel (42 Tierkärtchen (s.a. Lösungsposter), 22 Merkmals-Plättchen, 4 Schweine mit Aufsteller (rot, blau, gelb, grün), 1 zweiteilige Wertungstafel, 16 Chips (je 4x rot, blau, gelb, grün), 1 Lösungsposter, 1 Spielregel) ; im Karton 26,5 x 26,5 x 6 cm",,,"Professor Heinz Sielmanns Tierwelt",,,,"Ab 5 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele","Spiel I G Kön",,,,,,,
"Stadtbibliothek Chemnitz","363678","I G",,,,,"Charves, Virginia","Sturm, Monika",,,,,,,,,,,,"Schwein gehabt? [Spiel]",,,,,,,,,"Wien",,,,"Piatnik",,,,"2004",,"1 Spiel (10 Tiere (je 2x Kuh, Schaf, Hund, Hahn, Schwein), 5 Tier-Würfel, 1 Spielregel) ; im Karton 23,5 x 17 x 8 cm",,,,,,,"Ab 4 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele","Spiel I G Schwe",,,,,,,
"Stadtbibliothek Chemnitz","376147","II I 2",,,,,"Guhe, Irmtraud",,,,,,,,,,,,,"Langenscheidt Zauber-Memo Englisch [Spiel]",,,,,,,,,"Berlin [u.a.]",,,,"Langenscheidt",,,,"2004",,"1 Spiel (64 Bildkt., 1 Spielanleitung) ; in Behältnis 17 x 15 x 4 cm",,,"Kids",,,,"Englisch lernen ; Konzentration und Merkfähigkeit ; Spiel",,"3468204043",,,,,,,,,,,,,,,,,,"Rot I 2 Lan",,,,,,,,
"Stadtbibliothek Chemnitz","383686","II G",,,,,"Liesching, Thomas",,,,,,,,,,,,,"Niagara",,,,,,,,,"München",,,,"Zoch Verl.",,,,"2004",,"1 Spiel (1Spielplan, 10 Kanus, 1 Schwimmring, 1 Wolke, 12 durchsichtige Scheiben, 40 Edelsteine, 35 Paddelkarten, 1 Spielregel)",,,,,,,"ab 8 Jahren, 3-5 Spieler, 30-45 Minuten",,,,,,,,,,,,,,,,,,,,"Rot Spiele Nia",,,,,,,,
"Stadtbibliothek Chemnitz","459680","G 219",,,,,"Wallace, Martin",,,,,,,,,,,,,"Byzantium",,,,,,,,,"[S.l.]",,,,"Warfrog",,,,"2004",,"1 Spiel (1 Spielplan, 4 Spielpläne, 144 runde Holzsteine, 181 Holzwürfel, 70 Münzen, 9 Spielfiguren, 6 Würfel, 1 Spielregel); in Karton 31 x 22 x 5 cm",,,,,,,"2 - 4 Spieler",,,,,,,,,,,,,,,,,,,,"Games Byzanti",,,,,,,,
"Stadtbibliothek Chemnitz","442339","II G",,,,,"Lawson, Jack","Lawson, Andrew",,,,,,,,,,,,"Make'n' Break",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"2004",,"1 Spiel (1 Timer, 10 Bausteine, 100 Baukarten, 60 Punktechips mit den Werten 1,5, und 10, 1 Würfel mit den Zahlen 1,2, und 3, 1 Spielregel) ;",,,,,,,"8-99 Jahre. - 2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Mak","Präsenzspiel",,,,,,,
"Stadtbibliothek Chemnitz","478050","Ter G 20.0 Sachsen",,,,,,,,,,,,,,,,,,"Sachsen",,,,,,,,,,,,,,,,,"2004",,"1 Spiel (336 Spielkarten ; 1 Spielregel) ; in Karton 11 cm x 6,5 cm x 4,5 cm",,,,,,,"Für 2 - 8 Spieler ; ab 12 J.",,,,,,,,,,,,,,,,,,,,"Ter G 20.0 Sachsen Ann",,,,,,,,
"Stadtbibliothek Chemnitz","537396","G 212",,,,,"Jasper, Bettina M.",,,,,,,,,,,,,"Das Vielspiel",,,,,,,,,"Hannover",,,,"Vincentz",,,,"2004",,"1 Spiel (Spielinhalt : 11 Würfel, 96 Karten, 1 Anleitung) ;",,,,,,,"Ab 1 Spieler",,"3878704852",,,,,,,,,,,,,,,,,,"G 212 Vie",,,,,,,,
